RBIT02_VATREP_202201_2023_05_24_14_16_58.PDF;4;JOURNAL;2022;;;;202201;01
;VATREP;202201;28 - REGISTRO IVA ACQUISTI AUTOFATTURE                                  ;1;3;2022;01
